Market,ST,MSA,CC Rate,SF/Cap,Med HHI,Sup Gr%,SF Dev,Tax,Crime,Ind Basis,Exit CO,Exit Stab,Yld/Basis,Sc:Rate,Sc:Sat,Sc:HHI,Sc:Grw,Sc:Tax,Sc:Crm,Sc:Bas,Sc:Exit,Score,Rank,Tier
"Douglasville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.38,9.29,84103,0.0904,73552,0.0154,3800,131,73,104,0.126412213740458,0.454,0.267,0.337,0.529,0.6799999999999999,0.252,0.365,0.025,0.34485,2065,E
"Cartersville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.37,17.31,81964,0.1116,94462,0.0154,3800,131,73,104,0.1254961832061069,0.443,0.041000000000000036,0.305,0.44699999999999995,0.6799999999999999,0.252,0.365,0.025,0.29175,2215,E
"College Park, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.34,9.46,58589,0.0137,21689,0.0154,3800,131,73,104,0.12274809160305344,0.407,0.254,0.042,0.952,0.6799999999999999,0.252,0.365,0.025,0.33925,2086,E
"Jenkinsburg, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.34,7.17,89540,,,0.0154,3800,131,73,104,0.12274809160305344,0.407,0.44899999999999995,0.411,,0.6799999999999999,0.252,0.365,0.025,,,
"Hampton, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.34,3.69,83300,,,0.0154,3800,131,73,104,0.12274809160305344,0.407,0.874,0.326,,0.6799999999999999,0.252,0.365,0.025,,,
"Decatur, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.33,11.34,105715,0.0072,27420,0.0154,3800,131,73,104,0.1218320610687023,0.396,0.15400000000000003,0.613,0.985,0.6799999999999999,0.252,0.365,0.025,0.34725,2059,E
"East Point, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.33,7.92,59114,0.0649,89283,0.0154,3800,131,73,104,0.1218320610687023,0.396,0.376,0.046,0.647,0.6799999999999999,0.252,0.365,0.025,0.3464,2062,E
"Dawsonville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.32,11.24,83884,,,0.0154,3800,131,73,104,0.12091603053435114,0.383,0.15900000000000003,0.335,,0.6799999999999999,0.252,0.365,0.025,,,
"Madison, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.32,24.79,100223,,,0.0154,3800,131,73,104,0.12091603053435114,0.383,0.013000000000000012,0.553,,0.6799999999999999,0.252,0.365,0.025,,,
"Hapeville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.3,7.76,56600,0.0717,93962,0.0154,3800,131,73,104,0.11908396946564886,0.363,0.393,0.029,0.614,0.6799999999999999,0.252,0.365,0.025,0.3407,2079,E
"Rutledge, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.29,8.07,83214,,,0.0154,3800,131,73,104,0.11816793893129772,0.355,0.362,0.325,,0.6799999999999999,0.252,0.365,0.025,,,
"Talking Rock, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.26,29.29,65455,,,0.0154,3800,131,73,104,0.11541984732824428,0.323,0.008000000000000007,0.095,,0.6799999999999999,0.252,0.365,0.025,,,
"Meansville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.25,3.84,79439,,,0.0154,3800,131,73,104,0.11450381679389313,0.311,0.862,0.27,,0.6799999999999999,0.252,0.365,0.025,,,
"Zebulon, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.25,4.78,83291,,,0.0154,3800,131,73,104,0.11450381679389313,0.311,0.763,0.326,,0.6799999999999999,0.252,0.365,0.025,,,
"Adairsville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.24,10.5,82189,,,0.0154,3800,131,73,104,0.11358778625954198,0.3,0.19299999999999995,0.309,,0.6799999999999999,0.252,0.365,0.025,,,
"Jasper, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.24,26.54,71059,,,0.0154,3800,131,73,104,0.11358778625954198,0.3,0.010000000000000009,0.16,,0.6799999999999999,0.252,0.365,0.025,,,
"Avondale Estates, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.22,9.83,96290,0.0094,27420,0.0154,3800,131,73,104,0.1117557251908397,0.284,0.22999999999999998,0.498,0.978,0.6799999999999999,0.252,0.365,0.025,0.33395,2099,E
"Experiment, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.21,12.41,63961,0.2945,174169,0.0154,3800,131,73,104,0.11083969465648855,0.274,0.11699999999999999,0.082,0.135,0.6799999999999999,0.252,0.365,0.025,0.2464,2319,E
"Griffin, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.21,12.16,63957,0.2994,179593,0.0154,3800,131,73,104,0.11083969465648855,0.274,0.125,0.082,0.132,0.6799999999999999,0.252,0.365,0.025,0.24785000000000001,2316,E
"Brookhaven, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.2,12.68,130526,,,0.0154,3800,131,73,104,0.10992366412213739,0.262,0.10699999999999998,0.838,,0.6799999999999999,0.252,0.365,0.025,,,
"Flovilla, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.19,6.63,51857,,,0.0154,3800,131,73,104,0.10900763358778626,0.254,0.518,0.013,,0.6799999999999999,0.252,0.365,0.025,,,
"Scottdale, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.16,10.46,96867,0.0089,27420,0.0154,3800,131,73,104,0.10625954198473281,0.226,0.19599999999999995,0.506,0.981,0.6799999999999999,0.252,0.365,0.025,0.3161,2152,E
"McDonough, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.16,12.86,92299,0.0736,81600,0.0154,3800,131,73,104,0.10625954198473281,0.226,0.10399999999999998,0.447,0.605,0.6799999999999999,0.252,0.365,0.025,0.27595,2264,E
"Lula, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.14,2.6,74096,4.2806,117600,0.0154,3800,131,73,104,0.10442748091603053,0.208,0.943,0.199,0.0020000000000000018,0.6799999999999999,0.252,0.365,0.025,0.39759999999999995,1896,D
"Sandy Springs, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.14,10.81,147067,,,0.0154,3800,131,73,104,0.10442748091603053,0.208,0.17800000000000005,0.91,,0.6799999999999999,0.252,0.365,0.025,,,
"Tyrone, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.13,9.43,121308,0.0384,22056,0.0154,3800,131,73,104,0.10351145038167937,0.2,0.256,0.764,0.791,0.6799999999999999,0.252,0.365,0.025,0.32630000000000003,2117,E
"Dunwoody, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.12,9.46,128528,,,0.0154,3800,131,73,104,0.10259541984732826,0.188,0.254,0.822,,0.6799999999999999,0.252,0.365,0.025,,,
"Clarkston, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.12,9.71,91447,0.0105,27420,0.0154,3800,131,73,104,0.10259541984732826,0.188,0.236,0.436,0.971,0.6799999999999999,0.252,0.365,0.025,0.3125,2162,E
"Carl, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.11,3.24,91186,1.5407,261000,0.0154,3800,131,73,104,0.1016793893129771,0.18,0.91,0.433,0.009000000000000008,0.6799999999999999,0.252,0.365,0.025,0.3974499999999999,1897,D
"Bethlehem, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.09,5.85,79153,0.7522,179853,0.0154,3800,131,73,104,0.09984732824427482,0.161,0.625,0.268,0.029000000000000026,0.6799999999999999,0.252,0.365,0.025,0.3294,2107,E
"Vinings, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.09,11.52,128465,0.0612,146059,0.0154,3800,131,73,104,0.09984732824427482,0.161,0.14700000000000002,0.821,0.667,0.6799999999999999,0.252,0.365,0.025,0.29335,2209,E
"Canton, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.08,11.84,102194,0.1116,94428,0.0154,3800,131,73,104,0.09893129770992368,0.151,0.136,0.578,0.44699999999999995,0.6799999999999999,0.252,0.365,0.025,0.266,2284,E
"Chamblee, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.08,10.92,119078,,,0.0154,3800,131,73,104,0.09893129770992368,0.151,0.17200000000000004,0.746,,0.6799999999999999,0.252,0.365,0.025,,,
"Porterdale, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.07,11.95,73474,,,0.0154,3800,131,73,104,0.09801526717557252,0.144,0.131,0.192,,0.6799999999999999,0.252,0.365,0.025,,,
"Doraville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.07,11.84,112262,,,0.0154,3800,131,73,104,0.09801526717557252,0.144,0.136,0.685,,0.6799999999999999,0.252,0.365,0.025,,,
"Dallas, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.06,7.37,94210,0.3619,158587,0.0154,3800,131,73,104,0.09709923664122137,0.137,0.43300000000000005,0.472,0.09399999999999997,0.6799999999999999,0.252,0.365,0.025,0.29965,2188,E
"Oxford, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.05,15.07,72685,,,0.0154,3800,131,73,104,0.09618320610687024,0.127,0.062000000000000055,0.181,,0.6799999999999999,0.252,0.365,0.025,,,
"Locust Grove, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.05,9.44,101490,0.2472,75600,0.0154,3800,131,73,104,0.09618320610687024,0.127,0.255,0.568,0.18000000000000005,0.6799999999999999,0.252,0.365,0.025,0.27115,2271,E
"Covington, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.05,15.43,71148,,,0.0154,3800,131,73,104,0.09618320610687024,0.127,0.05900000000000005,0.162,,0.6799999999999999,0.252,0.365,0.025,,,
"Auburn, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.04,4.78,101473,0.9569,261000,0.0154,3800,131,73,104,0.09526717557251908,0.116,0.763,0.568,0.018000000000000016,0.6799999999999999,0.252,0.365,0.025,0.36245,2016,E
"Statham, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.04,6.26,97105,0.3312,48880,0.0154,3800,131,73,104,0.09526717557251908,0.116,0.5680000000000001,0.51,0.10799999999999998,0.6799999999999999,0.252,0.365,0.025,0.32505,2122,E
"Smyrna, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.04,12.46,99886,0.0501,146059,0.0154,3800,131,73,104,0.09526717557251908,0.116,0.11599999999999999,0.548,0.731,0.6799999999999999,0.252,0.365,0.025,0.26770000000000005,2279,E
"Manchester, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.03,9.98,56360,,,0.0154,3800,131,73,104,0.09435114503816794,0.111,0.21999999999999997,0.028,,0.6799999999999999,0.252,0.365,0.025,,,
"Waco, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.03,14.05,78009,,,0.0154,3800,131,73,104,0.09435114503816794,0.111,0.07799999999999996,0.252,,0.6799999999999999,0.252,0.365,0.025,,,
"Hiram, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.03,13.15,100341,0.1026,123878,0.0154,3800,131,73,104,0.09435114503816794,0.111,0.09799999999999998,0.554,0.482,0.6799999999999999,0.252,0.365,0.025,0.25095,2310,E
"Warm Springs, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.03,10.19,53220,,,0.0154,3800,131,73,104,0.09435114503816794,0.111,0.20999999999999996,0.017,,0.6799999999999999,0.252,0.365,0.025,,,
"Bremen, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.03,12.03,80292,,,0.0154,3800,131,73,104,0.09435114503816794,0.111,0.128,0.283,,0.6799999999999999,0.252,0.365,0.025,,,
"Lovejoy, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",1.02,4.86,84768,0.0416,14695,0.0154,3800,131,73,104,0.0934351145038168,0.104,0.755,0.345,0.772,0.6799999999999999,0.252,0.365,0.025,0.385,1938,D
"Pine Lake, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.98,10.43,75253,,,0.0154,3800,131,73,104,0.08977099236641221,0.078,0.19699999999999995,0.214,,0.6799999999999999,0.252,0.365,0.025,,,
"Acworth, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.97,9.21,104521,0.218,229400,0.0154,3800,131,73,104,0.08885496183206107,0.073,0.274,0.602,0.21399999999999997,0.6799999999999999,0.252,0.365,0.025,0.26755,2281,E
"Social Circle, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.97,6.52,82970,,,0.0154,3800,131,73,104,0.08885496183206107,0.073,0.532,0.322,,0.6799999999999999,0.252,0.365,0.025,,,
"Forest Park, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.97,9.82,57655,0.0032,4922,0.0154,3800,131,73,104,0.08885496183206107,0.073,0.22999999999999998,0.037,0.999,0.6799999999999999,0.252,0.365,0.025,0.26975,2274,E
"Aldora, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.96,13.86,67323,,,0.0154,3800,131,73,104,0.08793893129770992,0.066,0.08099999999999996,0.115,,0.6799999999999999,0.252,0.365,0.025,,,
"Barnesville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.96,14.17,67186,,,0.0154,3800,131,73,104,0.08793893129770992,0.066,0.07499999999999996,0.114,,0.6799999999999999,0.252,0.365,0.025,,,
"Milner, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.96,9.16,57958,,,0.0154,3800,131,73,104,0.08793893129770992,0.066,0.277,0.038,,0.6799999999999999,0.252,0.365,0.025,,,
"Stockbridge, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.95,9.38,77031,0.0768,83250,0.0154,3800,131,73,104,0.08702290076335877,0.063,0.262,0.237,0.589,0.6799999999999999,0.252,0.365,0.025,0.26365,2289,E
"Conley, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.95,6.31,63829,0.1902,170687,0.0154,3800,131,73,104,0.08702290076335877,0.063,0.5609999999999999,0.081,0.251,0.6799999999999999,0.252,0.365,0.025,0.29875,2191,E
"Clermont, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.95,14.7,87298,,,0.0154,3800,131,73,104,0.08702290076335877,0.063,0.06699999999999995,0.376,,0.6799999999999999,0.252,0.365,0.025,,,
"Lithia Springs, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.95,10.32,79536,0.091,103135,0.0154,3800,131,73,104,0.08702290076335877,0.063,0.20399999999999996,0.272,0.528,0.6799999999999999,0.252,0.365,0.025,0.25075000000000003,2311,E
"Stone Mountain, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.94,6.68,76347,,,0.0154,3800,131,73,104,0.08610687022900763,0.058,0.51,0.228,,0.6799999999999999,0.252,0.365,0.025,,,
"Williamson, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.94,13.42,81556,0.387,81289,0.0154,3800,131,73,104,0.08610687022900763,0.058,0.09099999999999997,0.298,0.08199999999999996,0.6799999999999999,0.252,0.365,0.025,0.20614999999999997,2353,E
"Lilburn, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.94,7.38,76658,0.1163,205290,0.0154,3800,131,73,104,0.08610687022900763,0.058,0.43200000000000005,0.231,0.43000000000000005,0.6799999999999999,0.252,0.365,0.025,0.28840000000000005,2225,E
"Conyers, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.93,11.58,78254,0.2303,207714,0.0154,3800,131,73,104,0.08519083969465649,0.053,0.14400000000000002,0.255,0.19799999999999995,0.6799999999999999,0.252,0.365,0.025,0.21939999999999998,2347,E
"Peachtree City, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.92,17.27,126452,0.0204,22056,0.0154,3800,131,73,104,0.08427480916030534,0.049,0.04200000000000004,0.805,0.906,0.6799999999999999,0.252,0.365,0.025,0.2611,2296,E
"Mableton, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.92,11.77,96015,0.0886,163083,0.0154,3800,131,73,104,0.08427480916030534,0.049,0.138,0.494,0.538,0.6799999999999999,0.252,0.365,0.025,0.24635,2320,E
"Tucker, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.91,7.74,78316,,,0.0154,3800,131,73,104,0.0833587786259542,0.045,0.395,0.256,,0.6799999999999999,0.252,0.365,0.025,,,
"Grayson, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.9,7.64,99491,0.1685,215800,0.0154,3800,131,73,104,0.08244274809160305,0.041,0.405,0.542,0.29000000000000004,0.6799999999999999,0.252,0.365,0.025,0.2881500000000001,2227,E
"Riverdale, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.9,12.66,59528,0.0714,169720,0.0154,3800,131,73,104,0.08244274809160305,0.041,0.10799999999999998,0.049,0.615,0.6799999999999999,0.252,0.365,0.025,0.22034999999999996,2346,E
"Sunny Side, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.9,6.46,74177,,,0.0154,3800,131,73,104,0.08244274809160305,0.041,0.5389999999999999,0.2,,0.6799999999999999,0.252,0.365,0.025,,,
"Franklin, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.89,6.5,54127,,,0.0154,3800,131,73,104,0.08152671755725191,0.04,0.534,0.02,,0.6799999999999999,0.252,0.365,0.025,,,
"Euharlee, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.89,6.41,94245,,,0.0154,3800,131,73,104,0.08152671755725191,0.04,0.5449999999999999,0.472,,0.6799999999999999,0.252,0.365,0.025,,,
"Snellville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.88,8.04,103936,0.1755,259000,0.0154,3800,131,73,104,0.08061068702290076,0.036,0.366,0.596,0.278,0.6799999999999999,0.252,0.365,0.025,0.28145000000000003,2250,E
"Nelson, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.88,13.55,88629,,,0.0154,3800,131,73,104,0.08061068702290076,0.036,0.08799999999999997,0.396,,0.6799999999999999,0.252,0.365,0.025,,,
"Lawrenceville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.88,9.3,95827,0.1857,357074,0.0154,3800,131,73,104,0.08061068702290076,0.036,0.266,0.491,0.263,0.6799999999999999,0.252,0.365,0.025,0.25545,2303,E
"Loganville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.87,11.24,92675,0.1229,119988,0.0154,3800,131,73,104,0.07969465648854962,0.033,0.15900000000000003,0.452,0.40800000000000003,0.6799999999999999,0.252,0.365,0.025,0.23875,2328,E
"Monroe, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.86,17.86,69180,,,0.0154,3800,131,73,104,0.07877862595419848,0.031,0.03700000000000003,0.14,,0.6799999999999999,0.252,0.365,0.025,,,
"Roswell, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.86,10.37,140861,,,0.0154,3800,131,73,104,0.07877862595419848,0.031,0.20099999999999996,0.887,,0.6799999999999999,0.252,0.365,0.025,,,
"Dacula, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.86,7.52,103189,0.3022,261000,0.0154,3800,131,73,104,0.07877862595419848,0.031,0.41800000000000004,0.587,0.13,0.6799999999999999,0.252,0.365,0.025,0.28300000000000003,2245,E
"Peachtree Corners, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.85,8.29,107618,0.0969,175367,0.0154,3800,131,73,104,0.07786259541984732,0.029,0.344,0.633,0.507,0.6799999999999999,0.252,0.365,0.025,0.28895000000000004,2224,E
"Kennesaw, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.84,11.01,109850,0.1084,203425,0.0154,3800,131,73,104,0.07694656488549619,0.027,0.16800000000000004,0.661,0.45799999999999996,0.6799999999999999,0.252,0.365,0.025,0.2523,2306,E
"Johns Creek, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.84,6.51,149378,0.1283,175367,0.0154,3800,131,73,104,0.07694656488549619,0.027,0.5329999999999999,0.917,0.385,0.6799999999999999,0.252,0.365,0.025,0.33445,2097,E
"Austell, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.84,10.79,80897,0.1116,163083,0.0154,3800,131,73,104,0.07694656488549619,0.027,0.18000000000000005,0.29,0.44699999999999995,0.6799999999999999,0.252,0.365,0.025,0.23559999999999998,2332,E
"Mountain Park, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.84,7.84,154725,0.0889,89925,0.0154,3800,131,73,104,0.07694656488549619,0.027,0.385,0.933,0.5369999999999999,0.6799999999999999,0.252,0.365,0.025,0.31325000000000003,2160,E
"Oakwood, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.83,14.6,79341,0.0141,14478,0.0154,3800,131,73,104,0.07603053435114503,0.025,0.06799999999999995,0.269,0.949,0.6799999999999999,0.252,0.365,0.025,0.23684999999999998,2331,E
"Morrow, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.83,11.38,61114,0.0849,178172,0.0154,3800,131,73,104,0.07603053435114503,0.025,0.15200000000000002,0.059,0.5549999999999999,0.6799999999999999,0.252,0.365,0.025,0.22344999999999998,2344,E
"Ball Ground, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.83,16.21,97138,,,0.0154,3800,131,73,104,0.07603053435114503,0.025,0.052000000000000046,0.511,,0.6799999999999999,0.252,0.365,0.025,,,
"Powder Springs, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.83,10.08,94950,0.0753,85044,0.0154,3800,131,73,104,0.07603053435114503,0.025,0.21399999999999997,0.481,0.597,0.6799999999999999,0.252,0.365,0.025,0.25905,2300,E
"Milton, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.83,8.69,166936,0.0552,68250,0.0154,3800,131,73,104,0.07603053435114503,0.025,0.31000000000000005,0.962,0.7010000000000001,0.6799999999999999,0.252,0.365,0.025,0.30750000000000005,2170,E
"Alpharetta, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.82,9.67,152916,0.036,68250,0.0154,3800,131,73,104,0.0751145038167939,0.022,0.239,0.929,0.806,0.6799999999999999,0.252,0.365,0.025,0.2963,2197,E
"Gainesville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.82,11.34,67727,0.101,83703,0.0154,3800,131,73,104,0.0751145038167939,0.022,0.15400000000000003,0.121,0.489,0.6799999999999999,0.252,0.365,0.025,0.22305,2345,E
"Marietta, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.82,13.63,93702,0.0285,75557,0.0154,3800,131,73,104,0.0751145038167939,0.022,0.08599999999999997,0.465,0.853,0.6799999999999999,0.252,0.365,0.025,0.24484999999999998,2325,E
"Duluth, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.82,7.81,113874,0.2083,331057,0.0154,3800,131,73,104,0.0751145038167939,0.022,0.388,0.701,0.22299999999999998,0.6799999999999999,0.252,0.365,0.025,0.28554999999999997,2237,E
"Lake City, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.8,9.68,62210,0.108,164897,0.0154,3800,131,73,104,0.07328244274809162,0.018,0.239,0.067,0.45999999999999996,0.6799999999999999,0.252,0.365,0.025,0.23509999999999998,2334,E
"Norcross, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.78,8.13,84865,0.0863,175367,0.0154,3800,131,73,104,0.0714503816793893,0.014,0.358,0.346,0.55,0.6799999999999999,0.252,0.365,0.025,0.27655,2263,E
"Jonesboro, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.76,9.25,67067,0.1094,173250,0.0154,3800,131,73,104,0.06961832061068703,0.013,0.271,0.113,0.45399999999999996,0.6799999999999999,0.252,0.365,0.025,0.2425,2326,E
"Stonecrest, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.75,7.8,72008,0.0154,14695,0.0154,3800,131,73,104,0.06870229007633588,0.011,0.39,0.173,0.9410000000000001,0.6799999999999999,0.252,0.365,0.025,0.29325,2210,E
"Berkeley Lake, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.74,8.37,113894,0.142,251057,0.0154,3800,131,73,104,0.06778625954198472,0.01,0.33699999999999997,0.701,0.346,0.6799999999999999,0.252,0.365,0.025,0.2791,2258,E
"Lithonia, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.73,9.02,74790,0.0122,14695,0.0154,3800,131,73,104,0.06687022900763359,0.009,0.28600000000000003,0.207,0.961,0.6799999999999999,0.252,0.365,0.025,0.27475,2265,E
"Cumming, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.73,12.71,137675,0.2391,294664,0.0154,3800,131,73,104,0.06687022900763359,0.009,0.10699999999999998,0.875,0.18899999999999995,0.6799999999999999,0.252,0.365,0.025,0.23374999999999996,2336,E
"Between, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.72,18.78,88565,0.0275,19944,0.0154,3800,131,73,104,0.06595419847328245,0.008,0.03200000000000003,0.395,0.86,0.6799999999999999,0.252,0.365,0.025,0.2281,2339,E
"Woodstock, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.72,11.52,113751,0.0496,94961,0.0154,3800,131,73,104,0.06595419847328245,0.008,0.14700000000000002,0.699,0.734,0.6799999999999999,0.252,0.365,0.025,0.26,2298,E
"Sugar Hill, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.71,13.09,125103,0.1275,211883,0.0154,3800,131,73,104,0.06503816793893129,0.007,0.09899999999999998,0.793,0.388,0.6799999999999999,0.252,0.365,0.025,0.2376,2329,E
"Buford, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.71,13.64,110836,0.1669,239426,0.0154,3800,131,73,104,0.06503816793893129,0.007,0.08599999999999997,0.672,0.29200000000000004,0.6799999999999999,0.252,0.365,0.025,0.22415,2342,E
"Holly Springs, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.7,13.65,122649,0.0549,80098,0.0154,3800,131,73,104,0.06412213740458014,0.006,0.08499999999999996,0.773,0.7030000000000001,0.6799999999999999,0.252,0.365,0.025,0.24935,2313,E
"Redan, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.7,8.83,67394,0.0073,14695,0.0154,3800,131,73,104,0.06412213740458014,0.006,0.29900000000000004,0.116,0.985,0.6799999999999999,0.252,0.365,0.025,0.27340000000000003,2267,E
"Rest Haven, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.69,14.08,99116,0.1065,142676,0.0154,3800,131,73,104,0.063206106870229,0.006,0.07599999999999996,0.538,0.46699999999999997,0.6799999999999999,0.252,0.365,0.025,0.22399999999999998,2343,E
"Suwanee, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.68,9.03,131188,0.1251,183150,0.0154,3800,131,73,104,0.06229007633587787,0.005,0.28500000000000003,0.84,0.399,0.6799999999999999,0.252,0.365,0.025,0.27730000000000005,2261,E
"Flowery Branch, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.65,16.89,93156,0.1291,128421,0.0154,3800,131,73,104,0.05954198473282443,0.004,0.04400000000000004,0.46,0.381,0.6799999999999999,0.252,0.365,0.025,0.209,2351,E
"Walnut Grove, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.63,7.99,90195,0.1752,34944,0.0154,3800,131,73,104,0.05770992366412214,0.002,0.371,0.421,0.278,0.6799999999999999,0.252,0.365,0.025,0.2669,2283,E
"Fayetteville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.63,17.57,98831,0.0201,22056,0.0154,3800,131,73,104,0.05770992366412214,0.002,0.039000000000000035,0.533,0.908,0.6799999999999999,0.252,0.365,0.025,0.2376,2329,E
"Roopville, GA",GA,"Atlanta-Sandy Springs-Roswell, GA",0.62,5.09,83457,0.5579,16518,0.0154,3800,131,73,104,0.05679389312977099,0.002,0.726,0.329,0.04300000000000004,0.6799999999999999,0.252,0.365,0.025,0.32155,2135,E
